State,County,Urban,PovertyRate,MedianFamilyIncome,LowAccessFlag,LowAccessPct
Alabama,Autauga,1,10,74750,1,0.014102243
Alabama,Autauga,1,18.2,51875,0,0.029122929
Alabama,Autauga,1,19.1,52905,1,0.01059364
Alabama,Autauga,1,3.3,68079,1,0.005099977
Alabama,Autauga,1,8.5,77819,1,0.010939983
Alabama,Autauga,1,14.1,67218,1,0.051786092
Alabama,Autauga,1,26.4,43646,1,0.062176279
Alabama,Autauga,0,13.6,74284,0,0.103673935
Alabama,Autauga,0,13.8,68713,0,0.020509038
Alabama,Autauga,0,12.8,52994,1,0.014965764
Alabama,Autauga,0,11,56317,1,0.020257094
Alabama,Autauga,0,15.5,44395,1,0.151409216
Alabama,Baldwin,0,15.6,55966,1,0.050298885
Alabama,Baldwin,0,28.1,41397,0,0.051616164
Alabama,Baldwin,0,8.5,59491,0,0.014785794
Alabama,Baldwin,0,16,53594,0,0
Alabama,Baldwin,1,18.8,58125,1,0.027812672
Alabama,Baldwin,1,28,32255,1,0.047213441
Alabama,Baldwin,1,4.8,94167,1,0.002362453
Alabama,Baldwin,0,3.3,88768,0,0.009087542
Alabama,Baldwin,1,2.8,69570,1,0.003842446
Alabama,Baldwin,1,11.6,63359,1,0.004706554
Alabama,Baldwin,1,17.9,68802,1,0.005672992
Alabama,Baldwin,0,19,51612,0,0.030839891
Alabama,Baldwin,0,7.9,53105,0,0.03624576
Alabama,Baldwin,0,11,59286,0,0.030547466
Alabama,Baldwin,1,9.4,51597,1,0.046052315
Alabama,Baldwin,0,26.1,42750,0,0.028753851
Alabama,Baldwin,1,13.3,70341,1,0.007194386
Alabama,Baldwin,0,9.7,69605,0,0.009040731
Alabama,Baldwin,1,13.9,78918,0,0.002023447
Alabama,Baldwin,1,9.8,67917,1,0.003690501
Alabama,Baldwin,0,13.5,90536,0,0.02493821
Alabama,Baldwin,0,16.7,50883,0,0.021122047
Alabama,Baldwin,0,8.2,60078,0,0.005845951
Alabama,Baldwin,1,6.7,82246,1,0.031360404
Alabama,Baldwin,0,22.3,52857,0,0.021389164
Alabama,Baldwin,1,23,39063,1,0.018308866
Alabama,Baldwin,0,1.5,55875,1,0
Alabama,Baldwin,1,17.5,54383,1,0.058501198
Alabama,Baldwin,1,26.5,50139,1,0.0228574
Alabama,Baldwin,0,21.3,48333,0,0.026539286
Alabama,Baldwin,0,12.4,65595,0,0.013991297
Alabama,Barbour,0,20.8,54471,1,0.055067207
Alabama,Barbour,0,28,39598,0,0.087674004
Alabama,Barbour,0,39.7,29549,1,0.079812176
Alabama,Barbour,0,13.1,47656,1,0.112905557
Alabama,Barbour,0,22.3,50734,0,0.02641827
Alabama,Barbour,0,30.4,32125,0,0.002423648
Alabama,Barbour,0,25.8,41250,0,0.006507253
Alabama,Barbour,1,9.1,54153,1,0.015819749
Alabama,Barbour,1,31.6,38571,1,0.007469164
Alabama,Bibb,0,11.1,44632,0,0.023965568
Alabama,Bibb,0,20.1,44637,0,0.025291153
Alabama,Bibb,0,14.5,47462,0,0.041500499
Alabama,Bibb,0,18.4,36719,0,0.021836532
Alabama,Blount,0,20.1,60142,0,0.051087566
Alabama,Blount,1,19.2,50477,1,0.039885662
Alabama,Blount,0,14.4,51047,0,0.024925324
Alabama,Blount,0,23.1,47926,0,0.043063444
Alabama,Blount,0,26.3,44068,0,0.023924106
Alabama,Blount,0,24.5,44231,0,0.051540114
Alabama,Blount,0,12.9,54276,0,0.022916111
Alabama,Blount,0,9.1,64909,0,0.014598114
Alabama,Blount,0,11.6,52148,1,0.023273835
Alabama,Bullock,0,12.7,42973,1,0.200339559
Alabama,Bullock,1,19.5,51000,1,0.069482392
Alabama,Bullock,0,25.8,41848,1,0.143857547
Alabama,Butler,0,29,34730,0,0.018481159
Alabama,Butler,1,11.2,64464,0,0
Alabama,Butler,0,20.8,37938,0,0.039769962
Alabama,Butler,0,21.6,48688,1,0.06803049
Alabama,Butler,1,36.7,27125,1,0.070550487
Alabama,Butler,0,23.3,42869,1,0.042470182
Alabama,Butler,0,19.7,50278,0,0
Alabama,Butler,0,33.6,35991,0,0.033410975
Alabama,Butler,0,27.4,41250,0,0.051146385
Alabama,Calhoun,1,33.9,29704,0,0.00155523
Alabama,Calhoun,1,45,24239,0,0
Alabama,Calhoun,1,35.5,31789,1,0.113870547
Alabama,Calhoun,1,51.3,19883,0,0.013567285
Alabama,Calhoun,1,59.5,16250,0,0.034069245
Alabama,Calhoun,1,37.4,31725,0,0.018301205
Alabama,Calhoun,1,25.7,36528,0,0.036253168
Alabama,Calhoun,1,13.9,68421,1,0.038871819
Alabama,Calhoun,1,9.2,60561,1,0.008139502
Alabama,Calhoun,1,17,53864,1,0.019798321
Alabama,Calhoun,1,21.6,44397,1,0.016970954
Alabama,Calhoun,1,15,65606,1,0.017436309
Alabama,Calhoun,1,23.7,42679,1,0.01916016
Alabama,Calhoun,0,15.8,50137,0,0.03003419
Alabama,Calhoun,1,16.3,48110,1,0.040659252
Alabama,Calhoun,1,31.7,37596,1,0.002267689
Alabama,Calhoun,1,6.8,68902,1,0.013811506
Alabama,Calhoun,1,24.8,50938,1,0.039031552
Alabama,Calhoun,0,17,57065,0,0.041628571
Alabama,Calhoun,1,59.5,26406,1,0.032102065
Alabama,Calhoun,1,12.6,60385,1,0.000724724
Alabama,Calhoun,1,32.8,43534,1,0.015088012
Alabama,Calhoun,1,16.9,46771,1,0.011146633
Alabama,Calhoun,0,31.5,37425,0,0.031384438
Alabama,Calhoun,0,13.4,67195,0,0.039211234
Alabama,Calhoun,0,15.4,59155,0,0.026618868
Alabama,Calhoun,0,11.9,53106,0,0.050293194
Alabama,Calhoun,0,12.7,58050,0,0.028045436
Alabama,Calhoun,0,0,0,0,0
Alabama,Calhoun,0,0,0,0,0
Alabama,Calhoun,0,0,0,0,0
Alabama,Chambers,0,23.1,50417,0,0.073228816
Alabama,Chambers,0,31.1,40793,0,0.019953495
Alabama,Chambers,0,23,41015,0,0.08715586
Alabama,Chambers,0,22,44457,0,0.03868957
Alabama,Chambers,0,25.5,49643,0,0.038763991
Alabama,Chambers,1,28.5,21641,1,0.075633328
Alabama,Chambers,1,31.1,35670,1,0.029555688
Alabama,Chambers,1,15.6,48750,1,0.028560056
Alabama,Chambers,1,19.1,42826,1,0.062493491
Alabama,Cherokee,0,18.7,47618,0,0.040755619
Alabama,Cherokee,0,32,33532,0,0.029653004
Alabama,Cherokee,0,18.4,45236,0,0.028345491
Alabama,Cherokee,0,17.7,50035,0,0.039919002
Alabama,Cherokee,1,16.3,49688,1,0.025968632
Alabama,Cherokee,0,23.2,47077,0,0.009890749
Alabama,Chilton,0,21.3,46719,0,0.02827144
Alabama,Chilton,1,21.2,47315,1,0.05869574
Alabama,Chilton,0,12.4,58750,0,0.042294955
Alabama,Chilton,0,14.1,59353,0,0.046375335
Alabama,Chilton,0,13.2,60669,0,0.014168538
Alabama,Chilton,0,24.5,41938,0,0.025625666
Alabama,Chilton,0,14,69188,0,0.065052294
Alabama,Chilton,0,19.2,36429,0,0.056109405
Alabama,Chilton,0,19.7,51750,0,0.036281462
Alabama,Choctaw,0,24.9,57500,1,0.118862515
Alabama,Choctaw,0,20,47128,0,0.052010784
Alabama,Choctaw,0,12,54349,0,0.043716115
Alabama,Choctaw,0,35.1,34464,0,0.090026067
Alabama,Clarke,0,21,38563,0,0.099995652
Alabama,Clarke,0,13.8,54602,1,0.110480669
Alabama,Clarke,1,16.8,48000,1,0.059673746
Alabama,Clarke,0,33.4,46375,0,0.048410747
Alabama,Clarke,0,36.5,37361,1,0.127044561
Alabama,Clarke,0,29.5,52353,0,0.049694126
Alabama,Clarke,1,25.2,49848,1,0.094897093
Alabama,Clarke,0,38.2,31000,0,0.095607236
Alabama,Clarke,0,28.2,46202,1,0.176978419
Alabama,Clay,0,12.3,56895,0,0.02501985
Alabama,Clay,0,26.2,40000,0,0.044194385
Alabama,Clay,0,23.7,41071,0,0.030047465
Alabama,Clay,0,17.5,33750,0,0.044558137
Alabama,Cleburne,0,14.8,39513,0,0.078655624
Alabama,Cleburne,0,22.5,40458,0,0.029136801
Alabama,Cleburne,0,20.1,43664,0,0.040485344
Alabama,Cleburne,0,15.3,55976,0,0.01267181
Alabama,Coffee,0,23.4,43750,1,0.020041035
Alabama,Coffee,0,19.2,42404,1,0.049202024
Alabama,Coffee,0,13.6,60564,0,0.038623494
Alabama,Coffee,0,20.6,41458,0,0.042172917
Alabama,Coffee,0,25.8,43650,0,0.076256565
Alabama,Coffee,0,23.3,45650,0,0.044776599
Alabama,Coffee,0,10.6,50769,0,0.007009346
Alabama,Coffee,0,14.2,70250,0,0.030453413
Alabama,Coffee,0,24.2,39000,0,0.009141675
Alabama,Coffee,1,15.1,58472,1,0.037651942
Alabama,Coffee,1,23.3,52721,0,0
Alabama,Coffee,1,9.1,95677,1,0.016809158
Alabama,Coffee,1,20,58587,1,0.011648522
Alabama,Coffee,1,34.5,27736,1,0.018276766
Alabama,Colbert,1,25.7,44500,1,0.032906623
Alabama,Colbert,1,30.1,46471,0,0.00632542
Alabama,Colbert,1,31.9,30000,0,0.003908868
Alabama,Colbert,1,4,56667,1,0.015921948
Alabama,Colbert,1,19.4,45000,1,0.028754222
Alabama,Colbert,1,19.5,45833,1,0.029403278
Alabama,Colbert,1,17.3,60036,1,0.046882145
Alabama,Colbert,1,5.6,61815,1,0.041558101
Alabama,Colbert,1,14.4,58865,0,0
Alabama,Colbert,0,24.2,52083,0,0.031932226
Alabama,Colbert,0,15.2,41000,0,0.03083359
Alabama,Colbert,0,18.5,50711,0,0.008287212
Alabama,Colbert,0,14.3,50442,0,0.076902667
Alabama,Colbert,0,23,47250,0,0.029542161
Alabama,Conecuh,0,14,43145,1,0.050993726
Alabama,Conecuh,0,21.3,45244,1,0.042335403
Alabama,Conecuh,0,28.6,33125,1,0.089105687
Alabama,Conecuh,0,34.8,28250,0,0.049520342
Alabama,Conecuh,0,48.3,23750,1,0.04690128
Alabama,Coosa,0,24.8,34000,0,0.1060653
Alabama,Coosa,0,15.6,46739,1,0.023551678
Alabama,Coosa,0,19.3,51797,1,0.04489062
Alabama,Covington,0,9,57667,1,0.061962378
Alabama,Covington,0,19.6,41563,1,0.035536996
Alabama,Covington,0,21.7,48750,0,0.029610144
Alabama,Covington,0,14.7,60383,0,0.004887647
Alabama,Covington,0,24.4,36738,0,0.023780149
Alabama,Covington,1,39.6,24646,1,0.035449526
Alabama,Covington,0,7.8,51696,0,0.036006302
Alabama,Covington,0,17.7,60353,0,0.016843855
Alabama,Covington,1,22.4,54500,0,0.013772605
Alabama,Covington,1,47.4,26750,1,0.031530682
Alabama,Covington,1,28.7,33698,1,0.028435375
Alabama,Covington,0,11.8,39205,0,0.035264294
Alabama,Covington,0,12.8,56818,1,0.04756284
Alabama,Covington,0,24.4,33773,0,0.038963569
Alabama,Crenshaw,0,15.9,49659,1,0.126496041
Alabama,Crenshaw,0,14.1,54464,1,0.055873926
Alabama,Crenshaw,0,13.3,51944,1,0.020644039
Alabama,Crenshaw,0,20.9,47365,0,0.018376887
Alabama,Crenshaw,0,15.8,48063,1,0.058666667
Alabama,Crenshaw,0,23.5,49545,1,0.023728814
Alabama,Cullman,0,15.2,49540,0,0.075913869
Alabama,Cullman,0,19.6,48399,0,0.023950932
Alabama,Cullman,0,13.2,51028,0,0.009732399
Alabama,Cullman,0,11.5,49023,0,0.065365891
Alabama,Cullman,0,17.3,45409,0,0.016401892
Alabama,Cullman,0,14.4,44655,0,0.028099855
Alabama,Cullman,0,13.4,49052,0,0.028990564
Alabama,Cullman,1,28.2,39965,0,0.034376092
Alabama,Cullman,1,19.5,60275,1,0.014959537
Alabama,Cullman,1,23.3,45375,1,0.028407924
Alabama,Cullman,0,23.3,51063,0,0.047403488
Alabama,Cullman,0,12.8,53889,0,0.051414179
Alabama,Cullman,0,20,46521,0,0.013932538
Alabama,Cullman,0,15.5,40603,0,0.024113685
Alabama,Cullman,0,23.6,43816,0,0.04455729
Alabama,Cullman,0,12.4,59295,0,0.031261383
Alabama,Cullman,0,14,55727,0,0.039888491
Alabama,Cullman,0,22.8,42225,1,0.041891189
Alabama,Dale,0,5.5,62438,0,0
Alabama,Dale,0,16.4,56250,1,0.04371099
Alabama,Dale,0,6.4,60224,0,0.004933556
Alabama,Dale,1,10.9,58725,1,0.042745484
Alabama,Dale,0,13,69600,0,0
Alabama,Dale,1,22.8,37879,0,0.010487386
Alabama,Dale,1,36.3,41023,0,0.01715897
Alabama,Dale,0,10.8,54348,0,0
Alabama,Dale,1,21.5,63182,1,0.08036598
Alabama,Dale,1,19,63606,1,0.058372263
Alabama,Dale,0,29.3,46645,0,0.011701991
Alabama,Dale,0,23.1,54659,0,0.066478993
Alabama,Dale,0,12.7,54808,0,0.031847648
Alabama,Dale,0,27.2,42571,0,0.025639757
Alabama,Dallas,0,19.8,55655,0,0.049741911
Alabama,Dallas,0,30.9,45714,0,0.046077416
Alabama,Dallas,0,15.7,45425,0,0.055425826
Alabama,Dallas,1,36,28220,1,0.035963501
Alabama,Dallas,1,61.9,19336,0,0.000681141
Alabama,Dallas,1,55.9,21573,0,0.036382518
Alabama,Dallas,1,42.7,26143,0,0
Alabama,Dallas,1,11.4,70705,0,0.003230631
Alabama,Dallas,1,36.4,39167,0,0.003743783
Alabama,Dallas,1,27.5,44250,1,0.030690591
Alabama,Dallas,0,42.9,25684,1,0.120976426
Alabama,Dallas,0,52.8,24926,1,0.221206583
Alabama,Dallas,0,20.5,40272,0,0.111637667
Alabama,Dallas,0,42.7,28839,0,0.147634066
Alabama,Dallas,0,36.6,35500,0,0.127331996
Alabama,DeKalb,0,20.4,46788,0,0.026893858
Alabama,DeKalb,0,16.3,51500,0,0.019923466
Alabama,DeKalb,0,15.2,39944,0,0.028069604
Alabama,DeKalb,0,7.2,60032,0,0.017593854
Alabama,DeKalb,0,14.6,49951,0,0.034413897
Alabama,DeKalb,0,15.6,46275,0,0.014750823
Alabama,DeKalb,0,31.8,38614,0,0.034304025
Alabama,DeKalb,0,33.2,33652,0,0.011248403
Alabama,DeKalb,0,21.8,41250,0,0.035975809
Alabama,DeKalb,0,24.8,48191,0,0.006275397
Alabama,DeKalb,0,18.2,45295,0,0.066520949
Alabama,DeKalb,0,6.3,71118,0,0.014834943
Alabama,DeKalb,0,30.1,36116,0,0.046666874
Alabama,DeKalb,0,14.5,44831,0,0.028304184
Alabama,Elmore,0,16.3,51106,0,0.066056953
Alabama,Elmore,0,13.4,60556,0,0.039493731
Alabama,Elmore,0,3.2,73681,0,0.073429563
Alabama,Elmore,0,7.8,55114,0,0.042683322
Alabama,Elmore,0,13.1,65278,0,0.026397639
Alabama,Elmore,0,17.6,60856,0,0.062209257
Alabama,Elmore,0,6.2,86619,0,0
Alabama,Elmore,0,8.9,76611,0,0.004981671
Alabama,Elmore,0,14.1,51667,0,0.074400296
Alabama,Elmore,1,3.8,80234,1,0.00586001
Alabama,Elmore,0,16.9,53472,0,0.013243198
Alabama,Elmore,1,22.3,57885,1,0.014841499
Alabama,Elmore,1,9.2,72394,1,0.008691175
Alabama,Elmore,0,18.4,55556,0,0.06711379
Alabama,Elmore,0,25.2,55833,0,0.024251298
Alabama,Escambia,0,31.4,35632,1,0.022807759
Alabama,Escambia,0,20.1,34933,0,0.031141306
Alabama,Escambia,0,18.5,52563,0,0.020782399
Alabama,Escambia,1,37.9,26477,1,0.042543966
Alabama,Escambia,0,22.2,46733,0,0.06746823
Alabama,Escambia,0,21.4,40273,1,0.103978749
Alabama,Escambia,0,25.5,40492,0,0.043225105
Alabama,Escambia,0,42.7,20064,0,0.060997465
Alabama,Escambia,1,16.8,55638,1,0.00046156
Alabama,Etowah,1,32.2,33935,1,0.068038817
Alabama,Etowah,1,53.4,18506,0,0.013593322
Alabama,Etowah,1,7.8,58950,1,0.012114611
Alabama,Etowah,1,17,39375,0,0.007968281
Alabama,Etowah,1,39.9,27301,1,0.049891455
Alabama,Etowah,1,30.8,26000,0,0
Alabama,Etowah,1,47.3,21190,0,0
Alabama,Etowah,1,41.7,26618,1,0.01369949
Alabama,Etowah,1,53.4,27361,0,0
Alabama,Etowah,1,8.3,85536,1,0.010391349
Alabama,Etowah,1,32.4,35000,0,0.002167968
Alabama,Etowah,1,32.6,35814,0,0.000508733
Alabama,Etowah,1,18,45987,1,0.068335355
Alabama,Etowah,1,20.5,40500,1,0.079460742
Alabama,Etowah,0,29.5,35625,0,0.036132059
Alabama,Etowah,1,15.9,41471,1,0.043115961
Alabama,Etowah,0,8,54917,0,0.03737745
Alabama,Etowah,1,26.3,38625,1,0.005379745
Alabama,Etowah,0,15.4,61047,0,0.034719694
Alabama,Etowah,1,4.7,79181,1,0.020806642
Alabama,Etowah,1,12.3,52896,1,0.04132486
Alabama,Etowah,1,5.2,61631,1,0.014959079
Alabama,Etowah,0,7.8,50750,0,0.041498328
Alabama,Etowah,1,12.5,48485,1,0.059856128
Alabama,Etowah,0,24.9,49848,0,0.05833367
Alabama,Etowah,0,15.5,62083,0,0.015789474
Alabama,Etowah,0,15.4,51223,0,0.034282709
Alabama,Etowah,0,11.3,50754,0,0.05390046
Alabama,Etowah,0,21.5,44564,0,0.07675158
Alabama,Etowah,1,57.4,14683,0,0
Alabama,Fayette,0,21.1,40625,0,0.021071173
Alabama,Fayette,0,14.6,55161,0,0.071157273
Alabama,Fayette,0,18.4,45484,0,0.053261653
Alabama,Fayette,0,27,34451,0,0.077683503
Alabama,Fayette,0,22.6,39393,0,0.064898762
Alabama,Franklin,0,16.2,58705,0,0.037552677
Alabama,Franklin,1,37.8,38342,1,0.005268049
Alabama,Franklin,0,12.4,65188,0,0.079881315
Alabama,Franklin,1,26.9,47628,1,0.022023173
Alabama,Franklin,0,24.7,41339,0,0.069347012
Alabama,Franklin,0,27.3,45096,0,0.022870432
Alabama,Franklin,0,10.8,47049,0,0.014722466
Alabama,Franklin,0,25.6,37500,1,0.107222284
Alabama,Franklin,0,21.1,36948,0,0.033751989
Alabama,Geneva,0,25.1,37656,0,0.033890566
Alabama,Geneva,0,22.9,52330,0,0.027866979
Alabama,Geneva,1,26.9,42056,1,0.014163458
Alabama,Geneva,0,22.9,46740,0,0.012333389
Alabama,Geneva,0,14.4,51518,0,0.020788071
Alabama,Geneva,0,22,45568,0,0.038799395
Alabama,Greene,0,37,32841,1,0.065855702
Alabama,Greene,0,28.8,37125,0,0.080660718
Alabama,Greene,0,46.8,21712,1,0.098890015
Alabama,Hale,0,13.4,60855,1,0.060580782
Alabama,Hale,0,22.7,51000,1,0.138248849
Alabama,Hale,0,19.8,40774,0,0.046511628
Alabama,Hale,0,40.7,33278,0,0.180372882
Alabama,Hale,0,38.3,27721,0,0.072810785
Alabama,Hale,0,23,38269,0,0.144906017
Alabama,Henry,0,14.5,56850,0,0.081745047
Alabama,Henry,0,22.6,45865,0,0.04324861
Alabama,Henry,0,15.8,51696,1,0.052023676
Alabama,Henry,0,21.6,48417,0,0.092840469
Alabama,Henry,1,8.2,66630,1,0.013150646
Alabama,Henry,0,16.4,65272,0,0.055695388
Alabama,Houston,0,14.7,59469,0,0.009715598
Alabama,Houston,1,5.5,86738,1,0.018639112
Alabama,Houston,1,6.1,84946,1,0.006851947
Alabama,Houston,1,16.6,46655,1,0.029208735
Alabama,Houston,1,24.5,41250,1,0.010934737
Alabama,Houston,1,15.8,70714,0,0.001099762
Alabama,Houston,1,13.1,56591,0,0.001316084
Alabama,Houston,1,53.6,15273,0,0
Alabama,Houston,1,29.4,36780,0,0
Alabama,Houston,0,17.4,51813,0,0.03877327
Alabama,Houston,1,12.4,59432,1,0.008591094
Alabama,Houston,1,33.4,32500,0,0
Alabama,Houston,1,19.9,41442,0,0.000392105
Alabama,Houston,1,39.7,25375,0,0
Alabama,Houston,1,37.3,30026,1,0.043480903
Alabama,Houston,1,32,36964,1,0.049160178
Alabama,Houston,0,18.5,46756,0,0.026660868
Alabama,Houston,0,14.7,41125,0,0.001667516
Alabama,Houston,0,14.1,44000,0,0.048168717
Alabama,Houston,0,15.1,51659,0,0.032089297
Alabama,Houston,0,16.2,51987,0,0.041817432
Alabama,Houston,0,16.3,56000,0,0.063221604
Alabama,Jackson,0,18.9,41053,0,0.021039901
Alabama,Jackson,1,19.4,42351,1,0.030149218
Alabama,Jackson,0,19.6,53221,0,0.078131245
Alabama,Jackson,0,19.4,43867,1,0.024940372
Alabama,Jackson,0,19.3,40911,0,0.051942559
Alabama,Jackson,0,21.3,39293,0,0.049952843
Alabama,Jackson,0,6.2,45441,0,0.033389515
Alabama,Jackson,1,26.6,42120,1,0.029493143
Alabama,Jackson,0,7.8,60278,0,0.001879626
Alabama,Jackson,0,21.2,55350,0,0.013196721
Alabama,Jackson,0,21.5,34896,0,0.04312946
Alabama,Jefferson,1,38.3,28445,1,0.022899907
Alabama,Jefferson,1,34.4,31034,1,0.069132163
Alabama,Jefferson,1,46.7,24638,1,0.209452094
Alabama,Jefferson,1,46.9,24784,1,0.229068411
Alabama,Jefferson,1,59.9,12270,1,0.095124115
Alabama,Jefferson,1,26.7,31308,1,0.027434923
Alabama,Jefferson,1,24.4,42824,1,0.068036923
Alabama,Jefferson,1,27.4,36563,1,0.126140725
Alabama,Jefferson,1,26.6,38047,1,0.027820703
Alabama,Jefferson,1,38.7,28705,0,0
Alabama,Jefferson,1,50.6,20694,1,0.024769918
Alabama,Jefferson,1,37.9,23333,0,0.000176776
Alabama,Jefferson,1,38.6,24236,0,0.012061612
Alabama,Jefferson,1,28.5,34924,1,0.053209834
Alabama,Jefferson,1,34,34750,0,0
Alabama,Jefferson,1,58,15833,0,0
Alabama,Jefferson,1,16.1,68125,1,0.000913503
Alabama,Jefferson,1,10.2,75198,1,0.012712655
Alabama,Jefferson,1,47.8,22895,1,0.070371246
Alabama,Jefferson,1,35.3,53000,1,0.131184248
Alabama,Jefferson,1,49.1,21587,0,0
Alabama,Jefferson,1,12.3,40969,1,0.047934117
Alabama,Jefferson,1,57.7,21736,0,0.001326537
Alabama,Jefferson,1,41.5,32278,0,0.001663595
Alabama,Jefferson,1,53.5,17308,0,0
Alabama,Jefferson,1,43.6,22569,1,0.065001885
Alabama,Jefferson,1,47.3,27576,1,0.150004905
Alabama,Jefferson,1,35.6,30000,1,0.212331301
Alabama,Jefferson,1,15.8,47083,1,0.074897017
Alabama,Jefferson,1,24.3,38207,1,0.025100797
Alabama,Jefferson,1,26.3,34720,1,0.034029377
Alabama,Jefferson,1,35.5,28339,0,0
Alabama,Jefferson,1,47,22740,0,0
Alabama,Jefferson,1,36.6,33475,0,0
Alabama,Jefferson,1,30.1,33375,0,0
Alabama,Jefferson,1,64,17866,0,0
Alabama,Jefferson,1,16.2,91651,0,0
Alabama,Jefferson,1,14.2,119118,0,0.000201912
Alabama,Jefferson,1,9.6,156542,0,0
Alabama,Jefferson,1,17.8,54688,0,0
Alabama,Jefferson,1,31.6,52991,0,0
Alabama,Jefferson,1,23.8,36938,0,0.003741788
Alabama,Jefferson,1,58.1,13147,0,0
Alabama,Jefferson,1,30.4,41674,0,0
Alabama,Jefferson,1,36.7,27424,0,7.63062E-05
Alabama,Jefferson,1,33.5,27226,0,0.001440263
Alabama,Jefferson,1,10,49217,1,0.004675995
Alabama,Jefferson,1,49.9,21375,1,0.236338242
Alabama,Jefferson,1,22.2,58371,0,0.002876582
Alabama,Jefferson,1,24.2,33158,1,0.073309631
Alabama,Jefferson,1,30.9,33750,1,0.066025615
Alabama,Jefferson,1,39.4,24801,1,0.021553975
Alabama,Jefferson,1,19.1,55481,1,0.00295132
Alabama,Jefferson,1,21.2,37667,1,0.00599743
Alabama,Jefferson,1,2.5,60273,1,0.005218826
Alabama,Jefferson,1,23.6,45150,0,0.009659205
Alabama,Jefferson,1,11.4,49809,1,0.012891156
Alabama,Jefferson,1,19.4,62393,1,0.079842771
Alabama,Jefferson,1,18,42430,0,0.004515458
Alabama,Jefferson,1,10.1,50057,1,0.002169162
Alabama,Jefferson,1,48.2,21932,1,0.130180423
Alabama,Jefferson,1,41.8,29712,0,0
Alabama,Jefferson,1,42.4,33720,0,0.024992876
Alabama,Jefferson,1,49.8,25171,1,0.141697904
Alabama,Jefferson,1,22.6,30982,0,0.022632022
Alabama,Jefferson,1,23.6,61339,1,0.027862442
Alabama,Jefferson,1,33.8,29271,1,0.166593761
Alabama,Jefferson,1,34.9,30000,1,0.092083794
Alabama,Jefferson,1,16.4,46458,0,0
Alabama,Jefferson,1,26.6,60833,1,0.026851364
Alabama,Jefferson,1,12.3,96161,0,0
Alabama,Jefferson,1,3,121563,0,0
Alabama,Jefferson,1,12.4,120521,1,0.000583035
Alabama,Jefferson,1,10.9,97993,0,0
Alabama,Jefferson,1,19.4,54950,1,0.004740279
Alabama,Jefferson,1,3,144375,1,0
Alabama,Jefferson,1,2.4,147250,0,0
Alabama,Jefferson,1,10.9,84716,1,0.022679879
Alabama,Jefferson,1,3,137350,0,0
Alabama,Jefferson,1,5.7,122802,1,0.004705265
Alabama,Jefferson,1,35.5,30224,1,0.057793892
Alabama,Jefferson,1,14.8,63194,1,0.006570123
Alabama,Jefferson,1,34.3,31184,0,0.013528406
Alabama,Jefferson,1,8.2,64453,1,0.017121002
Alabama,Jefferson,1,2,92893,1,0.001150519
Alabama,Jefferson,1,5.9,82321,0,7.1574E-06
Alabama,Jefferson,1,13.8,77480,1,0
Alabama,Jefferson,0,6,76453,0,0.013779816
Alabama,Jefferson,1,3.1,91630,1,0.008043042
Alabama,Jefferson,1,8.4,62277,1,0.010735233
Alabama,Jefferson,1,10.1,77396,1,0.014902188
Alabama,Jefferson,1,14.7,52429,1,0.01578299
Alabama,Jefferson,1,6.7,72731,1,0.008630285
Alabama,Jefferson,1,33.4,32243,1,0.056062471
Alabama,Jefferson,1,18.4,44524,1,0.092341245
Alabama,Jefferson,0,19.8,43452,0,0.029280547
Alabama,Jefferson,0,11.7,81189,0,0.050110928
Alabama,Jefferson,0,14.4,49158,0,0.023627472
Alabama,Jefferson,0,10.9,54330,0,0.017069753
Alabama,Jefferson,0,17.2,61250,0,0.038288096
Alabama,Jefferson,1,9.2,70172,1,0.027259278
Alabama,Jefferson,0,4.1,88553,0,0.010971846
Alabama,Jefferson,1,10.3,62290,1,0.020186039
Alabama,Jefferson,0,17.8,45227,0,0.094402285
Alabama,Jefferson,1,25.3,40952,1,0.026689803
Alabama,Jefferson,1,18.2,48265,1,0.00350396
Alabama,Jefferson,1,25.2,44521,1,0.041721216
Alabama,Jefferson,0,37.5,43750,0,0.139624337
Alabama,Jefferson,1,20.5,53605,1,0.069262321
Alabama,Jefferson,1,19.8,67159,1,0.026088086
Alabama,Jefferson,1,16.2,67478,1,0.011387185
Alabama,Jefferson,0,18.6,44561,0,0.006414053
Alabama,Jefferson,1,22.7,46042,1,0.02704727
Alabama,Jefferson,0,15.5,56361,1,0.032080402
Alabama,Jefferson,0,7,63939,0,0.042064728
Alabama,Jefferson,1,6.4,60885,1,0.011316695
Alabama,Jefferson,1,6.1,71557,1,0.00463631
Alabama,Jefferson,1,13.8,56364,1,0.013794771
Alabama,Jefferson,1,18.1,41891,1,0.006693884
Alabama,Jefferson,0,15.3,56571,0,0.036129578
Alabama,Jefferson,1,24.5,42279,1,0.060872279
Alabama,Jefferson,1,22.2,39375,1,0.040409452
Alabama,Jefferson,1,25.7,53807,1,0.006898769
Alabama,Jefferson,1,5.4,143056,1,0.002821083
Alabama,Jefferson,0,8.4,81471,0,0.008225617
Alabama,Jefferson,1,8.7,65300,0,0
Alabama,Jefferson,1,8.9,80393,1,0.00040673
Alabama,Jefferson,1,4.7,141875,0,0.000608094
Alabama,Jefferson,1,8.8,108973,1,0.010747329
Alabama,Jefferson,1,8.5,73278,1,0.003614571
